Timestamp,Voltage,Current
1691984511.9554975,15.078,0.088
1691984512.3576126,15.079,0.088
1691984512.7600079,15.08,0.088
1691984513.1618927,15.08,0.088
1691984513.5641696,15.079,0.088
1691984513.9663045,15.08,0.088
1691984514.368255,15.079,0.091
1691984514.770186,15.08,0.091
1691984515.1720726,15.081,0.091
1691984515.57409,15.081,0.091
1691984515.9760163,15.08,0.091
1691984516.3780267,15.08,0.106
1691984516.78004,15.08,0.092
1691984517.1820998,15.08,0.092
1691984517.584197,15.08,0.122
1691984517.9863818,15.08,0.122
1691984518.388355,15.08,0.122
1691984518.7901328,15.08,0.122
1691984519.1918116,15.079,0.122
1691984519.5938208,15.08,0.122
1691984519.9958932,15.08,0.122
1691984520.3977597,15.079,0.161
1691984520.8000054,15.079,0.152
1691984521.2016504,15.079,0.152
1691984521.6035805,15.079,0.152
1691984522.0055544,15.079,0.152
1691984522.4075322,15.08,0.152
1691984522.8092642,15.08,0.152
1691984523.2110348,15.08,0.152
1691984523.6130545,15.079,0.191
1691984524.0152137,15.078,0.19
1691984524.417309,15.077,0.19
1691984524.819199,15.077,0.19
1691984525.2209966,15.077,0.19
1691984525.6234505,15.076,0.189
1691984526.0257099,15.075,0.189
1691984526.428024,15.075,0.245
1691984526.829878,15.075,0.242
1691984527.231621,15.074,0.241
1691984527.6339965,15.075,0.241
1691984528.0360544,15.078,0.241
1691984528.4383945,15.079,0.242
1691984528.8404956,15.082,0.242
1691984529.242378,15.082,0.334
1691984529.6450827,15.081,0.315
1691984530.0471692,15.081,0.315
1691984530.4495575,15.079,0.315
1691984530.8516805,15.08,0.315
1691984531.2539787,15.08,0.315
1691984531.656088,15.081,0.315
1691984532.058061,15.082,0.315
1691984532.460004,15.082,0.418
1691984532.8620794,15.081,0.407
1691984533.264379,15.081,0.407
1691984533.6663928,15.082,0.407
1691984534.0683663,15.081,0.407
1691984534.4706118,15.079,0.406
1691984534.8728142,15.079,0.407
1691984535.274747,15.079,0.486
1691984535.6767669,15.079,0.523
1691984536.0789876,15.079,0.522
1691984536.4810472,15.079,0.521
1691984536.8830924,15.079,0.519
1691984537.2851093,15.078,0.521
1691984537.6873524,15.078,0.519
1691984538.0894392,15.08,0.521
1691984538.4913418,15.08,0.759
1691984538.892955,15.08,0.667
1691984539.294679,15.08,0.669
1691984539.6967142,15.08,0.67
1691984540.0988114,15.081,0.668
1691984540.5008888,15.081,0.67
1691984540.9027376,15.081,0.67
1691984541.3048847,15.081,0.865
1691984541.7070158,15.081,0.835
1691984542.10912,15.082,0.835
1691984542.5111153,15.082,0.835
1691984542.9128478,15.082,0.832
1691984543.3150043,15.083,0.837
1691984543.717265,15.082,0.834
1691984544.119353,15.082,0.837
1691984544.5215204,15.082,1.03
1691984544.923774,15.082,1.033
1691984545.3259816,15.082,1.033
1691984545.7281365,15.083,1.026
1691984546.1301146,15.082,1.031
1691984546.5323558,15.082,1.033
1691984546.9348097,15.081,1.033
1691984547.3371575,15.082,1.192
1691984547.7397118,15.082,1.263
1691984548.1418147,15.081,1.26
1691984548.5439432,15.08,1.264
1691984548.9459689,15.081,1.263
1691984549.3485155,15.082,1.26
1691984549.750598,15.083,1.26
1691984550.1531029,15.083,1.258
1691984550.5554962,15.083,1.51
1691984550.9578831,15.084,1.505
1691984551.360559,15.084,1.506
1691984551.7628653,15.084,1.502
1691984552.1648765,15.084,1.5
1691984552.567213,15.084,1.503
1691984552.9695215,15.084,1.503
1691984553.3719409,15.082,1.904
1691984553.7742393,15.083,1.784
1691984554.1767795,15.084,1.788
1691984554.57918,15.083,1.787
1691984554.9813113,15.083,1.786
1691984555.3837023,15.083,1.784
1691984555.786044,15.083,1.782
1691984556.1886,15.084,1.79
1691984556.590901,15.084,2.102
1691984556.9935079,15.083,2.102
1691984557.3961833,15.082,2.107
1691984557.7983353,15.082,2.105
1691984558.2006865,15.081,2.104
1691984558.6029193,15.083,2.108
1691984559.0052779,15.083,2.101
1691984559.4077494,15.083,2.468
1691984559.81027,15.082,2.453
1691984560.2127857,15.084,2.453
1691984560.615209,15.084,2.455
1691984561.0173097,15.081,2.458
1691984561.4198456,15.081,2.458
1691984561.8219986,15.08,2.457
1691984562.2245197,15.08,2.64
1691984562.6268659,15.08,2.828
1691984563.0293689,15.08,2.836
1691984563.431828,15.081,2.83
1691984563.8338587,15.081,2.832
1691984564.2360907,15.081,2.839
1691984564.638457,15.083,2.835
1691984565.0407016,15.083,2.83
1691984565.4430006,15.082,3.358
1691984565.8450024,15.081,3.249
1691984566.247414,15.081,3.248
1691984566.6499863,15.081,3.249
1691984567.052325,15.08,3.25
1691984567.4548216,15.08,3.244
1691984567.8571086,15.08,3.244
1691984568.2593033,15.079,3.25
1691984568.661049,15.081,3.704
1691984569.063321,15.081,3.702
1691984569.465547,15.081,3.7
1691984569.868115,15.081,3.699
1691984570.2703402,15.081,3.702
1691984570.672753,15.081,3.705
1691984571.0749974,15.08,3.7
1691984571.4773028,15.079,4.203
1691984571.8797941,15.078,4.181
1691984572.2822032,15.078,4.184
1691984572.6847525,15.077,4.189
1691984573.0870497,15.078,4.192
1691984573.489058,15.08,4.196
1691984573.8913448,15.08,4.172
1691984574.2935312,15.08,4.477
1691984574.6958141,15.08,4.705
1691984575.0981843,15.08,4.685
1691984575.5004256,15.08,4.699
1691984575.902501,15.08,4.692
1691984576.3048098,15.079,4.686
1691984576.7070804,15.08,4.689
1691984577.1091025,15.081,4.695
1691984577.511518,15.081,5.333
1691984577.9138749,15.081,5.273
1691984578.3164332,15.082,5.255
1691984578.7185621,15.083,5.274
1691984579.1208203,15.083,5.283
1691984579.5230267,15.083,5.28
1691984579.9252434,15.082,5.294
1691984580.3276885,15.083,5.286
1691984580.7300153,15.083,5.849
1691984581.1326282,15.082,5.856
1691984581.5352128,15.081,5.846
1691984581.9378593,15.081,5.841
1691984582.3406048,15.08,5.841
1691984582.7426565,15.08,5.858
1691984583.1447258,15.08,5.845
1691984583.5467575,15.08,6.477
1691984583.9487793,15.08,6.478
1691984584.3511693,15.082,6.488
1691984584.7534406,15.084,6.498
1691984585.1559958,15.084,6.485
1691984585.558501,15.083,6.488
1691984585.9606628,15.083,6.497
1691984586.3630526,15.084,7.18
1691984586.7652614,15.083,7.168
1691984587.167705,15.081,7.177
1691984587.570015,15.082,7.169
1691984587.9725993,15.083,7.168
1691984588.3749967,15.083,7.162
1691984588.7774467,15.083,7.155
1691984589.1798303,15.083,7.167
1691984589.5820162,15.083,7.833
1691984589.9845562,15.083,7.828
1691984590.386947,15.081,7.838
1691984590.7893095,15.082,7.857
1691984591.191707,15.082,7.871
1691984591.5939,15.083,7.868
1691984591.9959755,15.082,7.854
1691984592.397807,15.084,8.669
1691984592.79994,15.085,8.591
1691984593.2020743,15.085,8.573
1691984593.6045887,15.085,8.567
1691984594.0068188,15.085,8.587
1691984594.4091246,15.086,8.568
1691984594.811204,15.087,8.578
1691984595.212965,15.087,8.567
1691984595.6148248,15.086,9.332
1691984596.0167646,15.085,9.333
1691984596.4188251,15.084,9.352
1691984596.820865,15.086,9.338
1691984597.222919,15.086,9.347
1691984597.625131,15.086,9.335
1691984598.0271835,15.084,9.345
1691984598.4294116,15.087,10.152
1691984598.8313808,15.088,10.129
1691984599.233875,15.088,10.13
1691984599.6360726,15.088,10.138
1691984600.0382948,15.088,10.137
1691984600.4404736,15.087,10.132
1691984600.8426135,15.087,10.135
1691984601.2449872,15.09,10.592
1691984601.6474578,15.09,11.025
1691984602.0494194,15.09,11.028
1691984602.451383,15.09,11.014
1691984602.8534193,15.091,11.007
1691984603.256066,15.091,11.003
1691984603.6581054,15.087,10.986
1691984604.060544,15.088,10.99
1691984604.4627488,15.09,11.912
1691984604.8646786,15.089,11.863
1691984605.2664256,15.088,11.864
1691984605.668646,15.09,11.875
1691984606.0709715,15.091,11.87
1691984606.4730804,15.091,11.873
1691984606.8755002,15.093,11.856
1691984607.2775095,15.095,11.912
1691984607.6794422,15.093,12.677
1691984608.0811708,15.092,12.673
1691984608.483421,15.092,12.658
1691984608.8854828,15.093,12.705
1691984609.287848,15.093,12.699
1691984609.6900263,15.094,12.752
1691984610.0922601,15.093,12.736
1691984610.4943936,15.078,9.98
